# step  time_fs  cv_FeH(A)  bias(kJ/mol)  d_min_FeH(A)  d_min_OH(A)  d_min_SH(A)
0 0.0 1.7182 26.8584 1.7182 2.5114 2.4126
10 5.0 1.8408 5.9635 1.8408 2.4746 2.2453
20 10.0 1.8124 9.4625 1.8124 2.5449 2.1878
30 15.0 1.7185 26.7901 1.7185 2.6504 2.2345
40 20.0 1.6883 34.2387 1.6883 2.6276 2.1823
50 25.0 1.8615 3.9145 1.8615 2.5295 2.3108
60 30.0 1.8712 3.1083 1.8712 2.5587 2.2838
70 35.0 1.7333 23.4707 1.7333 2.7233 2.2593
80 40.0 1.6850 35.1052 1.6850 2.7430 2.1752
90 45.0 1.7937 12.2150 1.7937 2.6541 2.1444
100 50.0 1.8213 8.2820 1.8213 2.6599 2.1025
110 55.0 1.7141 27.8343 1.7141 2.7424 2.0447
120 60.0 1.6903 33.7133 1.6903 2.7490 2.0778
130 65.0 1.7768 14.9960 1.7768 2.5636 2.2390
140 70.0 1.8542 4.5865 1.8542 2.4849 2.4110
150 75.0 1.7713 15.9707 1.7713 2.6309 2.2069
160 80.0 1.7681 16.5381 1.7681 2.6769 2.0852
170 85.0 1.8320 6.9642 1.8320 2.5363 2.1987
180 90.0 1.8380 6.2748 1.8380 2.4304 2.3399
190 95.0 1.7870 13.2862 1.7870 2.4811 2.3555
200 100.0 1.7753 15.2606 1.7753 2.6579 2.2666
210 105.0 1.7342 23.2758 1.7342 2.7954 2.2112
220 110.0 1.8074 10.1634 1.8074 2.7339 2.2518
230 115.0 1.8652 3.5937 1.8652 2.6369 2.2527
240 120.0 1.8018 10.9751 1.8018 2.6291 2.2037
250 125.0 1.8357 6.5351 1.8357 2.5467 2.2395
260 130.0 1.8923 1.6671 1.8923 2.4016 2.3168
270 135.0 1.8176 8.7643 1.8176 2.3111 2.3166
280 140.0 1.7075 29.4103 1.7075 2.2839 2.3014
290 145.0 1.7472 20.5620 1.7472 2.2217 2.3323
300 150.0 1.8310 7.0790 1.8310 2.1487 2.4104
310 155.0 1.8529 4.7142 1.8529 2.1766 2.4070
320 160.0 1.7620 17.6764 1.7620 2.3154 2.2234
330 165.0 1.8086 10.0014 1.8086 2.4029 2.1610
340 170.0 1.9083 0.8682 1.9083 2.3840 2.2490
350 175.0 1.8976 1.3722 1.8976 2.3904 2.3362
360 180.0 1.7790 14.6290 1.7790 2.4781 2.3479
370 185.0 1.8110 9.6589 1.8110 2.5217 2.3191
380 190.0 1.9241 0.3365 1.9241 2.5568 2.2449
390 195.0 1.8439 5.6238 1.8439 2.6587 2.1164
400 200.0 1.8261 7.6760 1.8261 2.6558 2.1317
410 205.0 1.9001 1.2464 1.9001 2.5992 2.2546
420 210.0 1.8988 1.3082 1.8988 2.6469 2.2807
430 215.0 1.8199 8.4637 1.8199 2.7614 2.2139
440 220.0 1.7847 13.6674 1.7847 2.8501 2.1888
450 225.0 1.7986 11.4623 1.7986 2.8001 2.2874
460 230.0 1.8235 7.9949 1.8235 2.6900 2.2523
470 235.0 1.8060 10.3657 1.8060 2.6745 2.2024
480 240.0 1.7820 14.1133 1.7820 2.7565 2.2139
490 245.0 1.7808 14.3110 1.7808 2.8282 2.3036
500 250.0 1.7346 23.1953 1.7346 2.7824 2.2980
510 255.0 1.8307 7.1137 1.8307 2.6382 2.4250
520 260.0 1.8782 2.5789 1.8782 2.5784 2.3677
530 265.0 1.7964 11.7896 1.7964 2.7005 2.3211
540 270.0 1.7442 21.1741 1.7442 2.8117 2.2568
550 275.0 1.7537 19.2721 1.7537 2.8072 2.3794
560 280.0 1.8046 10.5705 1.8046 2.7530 2.4135
570 285.0 1.8395 6.1021 1.8395 2.7311 2.4390
580 290.0 1.7797 14.5041 1.7797 2.8534 2.3123
590 295.0 1.7475 20.5031 1.7475 2.9454 2.1525
600 300.0 1.7928 12.3562 1.7928 2.9031 2.1922
610 305.0 1.8810 2.3793 1.8810 2.7694 2.3472
620 310.0 1.9178 0.5193 1.9178 2.7223 2.4514
630 315.0 1.8007 11.1474 1.8007 2.8400 2.3907
